"Census Data API: Variables in /data/1990/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
H0340020,"2 bed/With cash rent: $1,000 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0340021,2 bedroom: No cash rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0340022,3 bed/With cash rent: Less than $200,Housing Subjects,not required, ,0,int,N/A,N/A
H0340023,3 bed/With cash rent: $200 to $299,Housing Subjects,not required, ,0,int,N/A,N/A
H0340024,3 bed/With cash rent: $300 to $499,Housing Subjects,not required, ,0,int,N/A,N/A
H0340025,3 bed/With cash rent: $500 to $749,Housing Subjects,not required, ,0,int,N/A,N/A
H0340026,3 bed/With cash rent: $750 to $999,Housing Subjects,not required, ,0,int,N/A,N/A
H0340027,"3 bed/With cash rent: $1,000 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0340028,3 bedroom: No cash rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0350001,Owner occupied: With telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0350002,Owner occupied: No telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0350003,Renter occupied: With telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0350004,Renter occupied: No telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0360001,15 to 59 years: With telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0360002,15 to 59 years: No telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0360003,60 to 64 years: With telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0360004,60 to 64 years: No telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0360005,65 to 74 years: With telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0360006,65 to 74 years: No telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0360007,75 years and over: With telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0360008,75 years and over: No telephone,Housing Subjects,not required, ,0,int,N/A,N/A
H0370001,Owner occupied: None,Housing Subjects,not required, ,0,int,N/A,N/A
H0370002,Owner occupied: 1,Housing Subjects,not required, ,0,int,N/A,N/A
H0370003,Owner occupied: 2,Housing Subjects,not required, ,0,int,N/A,N/A
H0370004,Owner occupied: 3,Housing Subjects,not required, ,0,int,N/A,N/A
H0370005,Owner occupied: 4,Housing Subjects,not required, ,0,int,N/A,N/A
H0370006,Owner occupied: 5 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0370007,Renter occupied: None,Housing Subjects,not required, ,0,int,N/A,N/A
H0370008,Renter occupied: 1,Housing Subjects,not required, ,0,int,N/A,N/A
H0370009,Renter occupied: 2,Housing Subjects,not required, ,0,int,N/A,N/A
H0370010,Renter occupied: 3,Housing Subjects,not required, ,0,int,N/A,N/A
H0370011,Renter occupied: 4,Housing Subjects,not required, ,0,int,N/A,N/A
H0370012,Renter occupied: 5 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0380001,Total: Owner occupied,Housing Subjects,not required, ,0,int,N/A,N/A
H0380002,Total: Renter occupied,Housing Subjects,not required, ,0,int,N/A,N/A
H0390001,White: None,Housing Subjects,not required, ,0,int,N/A,N/A
H0390002,White: 1 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0390003,Black: None,Housing Subjects,not required, ,0,int,N/A,N/A
H0390004,Black: 1 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0390005,"American Indian, Eskimo, or Aleut: None",Housing Subjects,not required, ,0,int,N/A,N/A
H0390006,"Amer Ind, Eskimo, or Aleut: 1 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0390007,Asian or Pacific Islander: None,Housing Subjects,not required, ,0,int,N/A,N/A
H0390008,Asian or Pacific Islander: 1 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0390009,Other race: None,Housing Subjects,not required, ,0,int,N/A,N/A
H0390010,Other race: 1 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0400001,VEHICLES AVAILABLE[2] None,Housing Subjects,not required, ,0,int,N/A,N/A
H0400002,VEHICLES AVAILABLE[2] 1 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0410001,15 to 64 years: None,Housing Subjects,not required, ,0,int,N/A,N/A
H0410002,15 to 64 years: 1 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0410003,65 years and over: None,Housing Subjects,not required, ,0,int,N/A,N/A
H0410004,65 years and over: 1 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0420001,KITCHEN FACILITIES[2] Com kitchen facil,Housing Subjects,not required, ,0,int,N/A,N/A
H0420002,KITCHEN FACIL[2] Lack com kitchen facil,Housing Subjects,not required, ,0,int,N/A,N/A
H0430001,With cash rent: Less than $100,Housing Subjects,not required, ,0,int,N/A,N/A
H0430002,With cash rent: $100 to $149,Housing Subjects,not required, ,0,int,N/A,N/A
H0430003,With cash rent: $150 to $199,Housing Subjects,not required, ,0,int,N/A,N/A
H0430004,With cash rent: $200 to $249,Housing Subjects,not required, ,0,int,N/A,N/A
H0430005,With cash rent: $250 to $299,Housing Subjects,not required, ,0,int,N/A,N/A
H0430006,With cash rent: $300 to $349,Housing Subjects,not required, ,0,int,N/A,N/A
H0430007,With cash rent: $350 to $399,Housing Subjects,not required, ,0,int,N/A,N/A
H0430008,With cash rent: $400 to $449,Housing Subjects,not required, ,0,int,N/A,N/A
H0430009,With cash rent: $450 to $499,Housing Subjects,not required, ,0,int,N/A,N/A
H0430010,With cash rent: $500 to $549,Housing Subjects,not required, ,0,int,N/A,N/A
H0430011,With cash rent: $550 to $599,Housing Subjects,not required, ,0,int,N/A,N/A
H0430012,With cash rent: $600 to $649,Housing Subjects,not required, ,0,int,N/A,N/A
H0430013,With cash rent: $650 to $699,Housing Subjects,not required, ,0,int,N/A,N/A
H0430014,With cash rent: $700 to $749,Housing Subjects,not required, ,0,int,N/A,N/A
H0430015,With cash rent: $750 to $999,Housing Subjects,not required, ,0,int,N/A,N/A
H0430016,"With cash rent: $1,000 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0430017,GROSS RENT[17] No cash rent,Housing Subjects,not required, ,0,int,N/A,N/A
H043A001,Median gross rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0440001,AGGREGATE GROSS RENT[1] Total,Housing Subjects,not required, ,0,int,N/A,N/A
H0450001,White/With cash rent: Less than $200,Housing Subjects,not required, ,0,int,N/A,N/A
H0450002,White/With cash rent: $200 to $299,Housing Subjects,not required, ,0,int,N/A,N/A
H0450003,White/With cash rent: $300 to $499,Housing Subjects,not required, ,0,int,N/A,N/A
H0450004,White/With cash rent: $500 to $749,Housing Subjects,not required, ,0,int,N/A,N/A
H0450005,White/With cash rent: $750 to $999,Housing Subjects,not required, ,0,int,N/A,N/A
H0450006,"White/With cash rent: $1,000 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0450007,White: No cash rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0450008,Black/With cash rent: Less than $200,Housing Subjects,not required, ,0,int,N/A,N/A
H0450009,Black/With cash rent: $200 to $299,Housing Subjects,not required, ,0,int,N/A,N/A
H0450010,Black/With cash rent: $300 to $499,Housing Subjects,not required, ,0,int,N/A,N/A
H0450011,Black/With cash rent: $500 to $749,Housing Subjects,not required, ,0,int,N/A,N/A
H0450012,Black/With cash rent: $750 to $999,Housing Subjects,not required, ,0,int,N/A,N/A
H0450013,"Black/With cash rent: $1,000 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0450014,Black: No cash rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0450015,"Am Ind, Eski, Aleut/wcr: Less than $200",Housing Subjects,not required, ,0,int,N/A,N/A
H0450016,"Am Ind, Eski, Aleut/wcr: $200 to $299",Housing Subjects,not required, ,0,int,N/A,N/A
H0450017,"Am Ind, Eski, Aleut/wcr: $300 to $499",Housing Subjects,not required, ,0,int,N/A,N/A
H0450018,"Am Ind, Eski, Aleut/wcr: $500 to $749",Housing Subjects,not required, ,0,int,N/A,N/A
H0450019,"Am Ind, Eski, Aleut/wcr: $750 to $999",Housing Subjects,not required, ,0,int,N/A,N/A
H0450020,"Am Ind, Eski, Aleut/wcr: $1,000 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0450021,"Am Ind, Eski, Aleut: No cash rent",Housing Subjects,not required, ,0,int,N/A,N/A
H0450022,"Asian, Pacific Islan/wcr: Less than $200",Housing Subjects,not required, ,0,int,N/A,N/A
H0450023,"Asian, Pacific Islan/wcr: $200 to $299",Housing Subjects,not required, ,0,int,N/A,N/A
H0450024,"Asian, Pacific Islan/wcr: $300 to $499",Housing Subjects,not required, ,0,int,N/A,N/A
H0450025,"Asian, Pacific Islan/wcr: $500 to $749",Housing Subjects,not required, ,0,int,N/A,N/A
H0450026,"Asian, Pacific Islan/wcr: $750 to $999",Housing Subjects,not required, ,0,int,N/A,N/A
H0450027,"Asian, Pacific Islan/wcr: $1,000 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0450028,"Asian, Pacific Islander: No cash rent",Housing Subjects,not required, ,0,int,N/A,N/A
H0450029,Oth race/With cash rent: Less than $200,Housing Subjects,not required, ,0,int,N/A,N/A
H0450030,Oth race/With cash rent: $200 to $299,Housing Subjects,not required, ,0,int,N/A,N/A
H0450031,Oth race/With cash rent: $300 to $499,Housing Subjects,not required, ,0,int,N/A,N/A
H0450032,Oth race/With cash rent: $500 to $749,Housing Subjects,not required, ,0,int,N/A,N/A
H0450033,Oth race/With cash rent: $750 to $999,Housing Subjects,not required, ,0,int,N/A,N/A
H0450034,"Oth race/With cash rent: $1,000 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0450035,Oth race: No cash rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0460001,Not Hispanic origin/wcr: Less than $200,Housing Subjects,not required, ,0,int,N/A,N/A
H0460002,Not Hispanic origin/wcr: $200 to $299,Housing Subjects,not required, ,0,int,N/A,N/A
H0460003,Not Hispanic origin/wcr: $300 to $499,Housing Subjects,not required, ,0,int,N/A,N/A
H0460004,Not Hispanic origin/wcr: $500 to $749,Housing Subjects,not required, ,0,int,N/A,N/A
H0460005,Not Hispanic origin/wcr: $750 to $999,Housing Subjects,not required, ,0,int,N/A,N/A
H0460006,"Not Hispanic origin/wcr: $1,000 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0460007,Not Hispanic origin: No cash rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0460008,Hispanic origin/wcr: Less than $200,Housing Subjects,not required, ,0,int,N/A,N/A
H0460009,Hispanic origin/wcr: $200 to $299,Housing Subjects,not required, ,0,int,N/A,N/A
H0460010,Hispanic origin/wcr: $300 to $499,Housing Subjects,not required, ,0,int,N/A,N/A
H0460011,Hispanic origin/wcr: $500 to $749,Housing Subjects,not required, ,0,int,N/A,N/A
H0460012,Hispanic origin/wcr: $750 to $999,Housing Subjects,not required, ,0,int,N/A,N/A
H0460013,"Hispanic origin/wcr: $1,000 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0460014,Hispanic origin: No cash rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0470001,MEALS INCLUDED RENT[2] Meals included in rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0470002,MEALS INCLUDED RENT[2] No meal incl rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0480001,Total: Meals included in rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0480002,Total: No meals Included in rent,Housing Subjects,not required, ,0,int,N/A,N/A
H0490001,Pay extra for 1 or more utilities,Housing Subjects,not required, ,0,int,N/A,N/A
H0490002,No extra payment for any utilities,Housing Subjects,not required, ,0,int,N/A,N/A
H0500001,"Less than $10,000: Less than 20 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500002,"Less than $10,000: 20 to 24 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500003,"Less than $10,000: 25 to 29 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500004,"Less than $10,000: 30 to 34 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500005,"Less than $10,000: 35 percent or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0500006,"Less than $10,000: Not computed",Housing Subjects,not required, ,0,int,N/A,N/A
H0500007,"$10,000-$19,999: Less than 20 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500008,"$10,000-$19,999: 20 to 24 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500009,"$10,000-$19,999: 25 to 29 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500010,"$10,000-$19,999: 30 to 34 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500011,"$10,000-$19,999: 35 percent or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0500012,"$10,000-$19,999: Not computed",Housing Subjects,not required, ,0,int,N/A,N/A
H0500013,"$20,000-$34,999: Less than 20 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500014,"$20,000-$34,999: 20 to 24 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500015,"$20,000-$34,999: 25 to 29 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500016,"$20,000-$34,999: 30 to 34 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500017,"$20,000-$34,999: 35 percent or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0500018,"$20,000-$34,999: Not computed",Housing Subjects,not required, ,0,int,N/A,N/A
H0500019,"$35,000-$49,999: Less than 20 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500020,"$35,000-$49,999: 20 to 24 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500021,"$35,000-$49,999: 25 to 29 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500022,"$35,000-$49,999: 30 to 34 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500023,"$35,000-$49,999: 35 percent or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0500024,"$35,000-$49,999: Not computed",Housing Subjects,not required, ,0,int,N/A,N/A
H0500025,"$50,000 or more: Less than 20 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500026,"$50,000 or more: 20 to 24 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500027,"$50,000 or more: 25 to 29 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500028,"$50,000 or more: 30 to 34 percent",Housing Subjects,not required, ,0,int,N/A,N/A
H0500029,"$50,000 or more: 35 percent or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0500030,"$50,000 or more: Not computed",Housing Subjects,not required, ,0,int,N/A,N/A
H0510001,15 to 64 years: Less than 20 percent,Housing Subjects,not required, ,0,int,N/A,N/A
H0510002,15 to 64 years: 20 to 24 percent,Housing Subjects,not required, ,0,int,N/A,N/A
H0510003,15 to 64 years: 25 to 29 percent,Housing Subjects,not required, ,0,int,N/A,N/A
H0510004,15 to 64 years: 30 to 34 percent,Housing Subjects,not required, ,0,int,N/A,N/A
H0510005,15 to 64 years: 35 percent or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0510006,15 to 64 years: Not computed,Housing Subjects,not required, ,0,int,N/A,N/A
H0510007,65 years and over: Less than 20 percent,Housing Subjects,not required, ,0,int,N/A,N/A
H0510008,65 years and over: 20 to 24 percent,Housing Subjects,not required, ,0,int,N/A,N/A
H0510009,65 years and over: 25 to 29 percent,Housing Subjects,not required, ,0,int,N/A,N/A
H0510010,65 years and over: 30 to 34 percent,Housing Subjects,not required, ,0,int,N/A,N/A
H0510011,65 years and over: 35 percent or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0510012,65 years and over: Not computed,Housing Subjects,not required, ,0,int,N/A,N/A
H0520001,With a mortgage: Less than $200,Housing Subjects,not required, ,0,int,N/A,N/A
H0520002,With a mortgage: $200 to $299,Housing Subjects,not required, ,0,int,N/A,N/A
H0520003,With a mortgage: $300 to $399,Housing Subjects,not required, ,0,int,N/A,N/A
H0520004,With a mortgage: $400 to $499,Housing Subjects,not required, ,0,int,N/A,N/A
H0520005,With a mortgage: $500 to $599,Housing Subjects,not required, ,0,int,N/A,N/A
H0520006,With a mortgage: $600 to $699,Housing Subjects,not required, ,0,int,N/A,N/A
H0520007,With a mortgage: $700 to $799,Housing Subjects,not required, ,0,int,N/A,N/A
H0520008,With a mortgage: $800 to $899,Housing Subjects,not required, ,0,int,N/A,N/A
H0520009,With a mortgage: $900 to $999,Housing Subjects,not required, ,0,int,N/A,N/A
H0520010,"With a mortgage: $1,000 to $1,249",Housing Subjects,not required, ,0,int,N/A,N/A
H0520011,"With a mortgage: $1,250 to $1,499",Housing Subjects,not required, ,0,int,N/A,N/A
H0520012,"With a mortgage: $1,500 to $1,999",Housing Subjects,not required, ,0,int,N/A,N/A
H0520013,"With a mortgage: $2,000 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0520014,Not mortgage: Less than $100,Housing Subjects,not required, ,0,int,N/A,N/A
H0520015,Not mortgage: $100 to $149,Housing Subjects,not required, ,0,int,N/A,N/A
H0520016,Not mortgage: $150 to $199,Housing Subjects,not required, ,0,int,N/A,N/A
H0520017,Not mortgage: $200 to $249,Housing Subjects,not required, ,0,int,N/A,N/A
H0520018,Not mortgage: $250 to $299,Housing Subjects,not required, ,0,int,N/A,N/A
H0520019,Not mortgage: $300 to $349,Housing Subjects,not required, ,0,int,N/A,N/A
H0520020,Not mortgage: $350 to $399,Housing Subjects,not required, ,0,int,N/A,N/A
H0520021,Not mortgage: $400 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H052A001,With a mortgage,Housing Subjects,not required, ,0,int,N/A,N/A
H052A002,Not mortgaged,Housing Subjects,not required, ,0,int,N/A,N/A
H0530001,Total: With a mortgage,Housing Subjects,not required, ,0,int,N/A,N/A
H0530002,Total: Not mortgaged,Housing Subjects,not required, ,0,int,N/A,N/A
H0540001,White/With a mortgage: Less than $300,Housing Subjects,not required, ,0,int,N/A,N/A
H0540002,White/With a mortgage: $300 to $499,Housing Subjects,not required, ,0,int,N/A,N/A
H0540003,White/With a mortgage: $500 to $699,Housing Subjects,not required, ,0,int,N/A,N/A
H0540004,White/With a mortgage: $700 to $999,Housing Subjects,not required, ,0,int,N/A,N/A
H0540005,"White/With a mortgage: $1,000 to $1,499",Housing Subjects,not required, ,0,int,N/A,N/A
H0540006,"White/With a mortgage: $1,500 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0540007,White/Not mortgaged: Less than $100,Housing Subjects,not required, ,0,int,N/A,N/A
H0540008,White/Not mortgaged: $100 to $199,Housing Subjects,not required, ,0,int,N/A,N/A
H0540009,White/Not mortgaged: $200 to $299,Housing Subjects,not required, ,0,int,N/A,N/A
H0540010,White/Not mortgaged: $300 to $399,Housing Subjects,not required, ,0,int,N/A,N/A
H0540011,White/Not mortgaged: $400 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0540012,Black/With a mortgage: Less than $300,Housing Subjects,not required, ,0,int,N/A,N/A
H0540013,Black/With a mortgage: $300 to $499,Housing Subjects,not required, ,0,int,N/A,N/A
H0540014,Black/With a mortgage: $500 to $699,Housing Subjects,not required, ,0,int,N/A,N/A
H0540015,Black/With a mortgage: $700 to $999,Housing Subjects,not required, ,0,int,N/A,N/A
H0540016,"Black/With a mortgage: $1,000 to $1,499",Housing Subjects,not required, ,0,int,N/A,N/A
H0540017,"Black/With a mortgage: $1,500 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0540018,Black/Not mortgaged: Less than $100,Housing Subjects,not required, ,0,int,N/A,N/A
H0540019,Black/Not mortgaged: $100 to $199,Housing Subjects,not required, ,0,int,N/A,N/A
H0540020,Black/Not mortgaged: $200 to $299,Housing Subjects,not required, ,0,int,N/A,N/A
H0540021,Black/Not mortgaged: $300 to $399,Housing Subjects,not required, ,0,int,N/A,N/A
H0540022,Black/Not mortgaged: $400 or more,Housing Subjects,not required, ,0,int,N/A,N/A
H0540023,"Am Ind, Eski, Aleut/wam: Less than $300",Housing Subjects,not required, ,0,int,N/A,N/A
H0540024,"Am Ind, Eski, Aleut/wam: $300 to $499",Housing Subjects,not required, ,0,int,N/A,N/A
H0540025,"Am Ind, Eski, Aleut/wam: $500 to $699",Housing Subjects,not required, ,0,int,N/A,N/A
H0540026,"Am Ind, Eski, Aleut/wam: $700 to $999",Housing Subjects,not required, ,0,int,N/A,N/A
H0540027,"Am Ind, Eski, Aleut/wam: $1,000 to $1,449",Housing Subjects,not required, ,0,int,N/A,N/A
H0540028,"Am Ind, Eski, Aleut/wam: $1,500 or more",Housing Subjects,not required, ,0,int,N/A,N/A
H0540029,"Am Ind, Eski, Aleut/nm: Less than $100",Housing Subjects,not required, ,0,int,N/A,N/A
