"Census Data API: Variables in /data/2000/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
H019047,Total: Owner occupied: Nonfamily households: Female householder:,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019048,Total: Owner occupied: Nonfamily households: Female householder: Living alone:,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019049,Total: Owner occupied: Nonfamily households: Female householder: Living alone: Householder 15 to 24 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019050,Total: Owner occupied: Nonfamily households: Female householder: Living alone: Householder 25 to 34 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019051,Total: Owner occupied: Nonfamily households: Female householder: Living alone: Householder 35 to 44 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019052,Total: Owner occupied: Nonfamily households: Female householder: Living alone: Householder 45 to 54 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019053,Total: Owner occupied: Nonfamily households: Female householder: Living alone: Householder 55 to 64 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019054,Total: Owner occupied: Nonfamily households: Female householder: Living alone: Householder 65 to 74 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019055,Total: Owner occupied: Nonfamily households: Female householder: Living alone: Householder 75 years and over,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019056,Total: Owner occupied: Nonfamily households: Female householder: Not living alone:,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019057,Total: Owner occupied: Nonfamily households: Female householder: Not living alone: Householder 15 to 24 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019058,Total: Owner occupied: Nonfamily households: Female householder: Not living alone: Householder 25 to 34 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019059,Total: Owner occupied: Nonfamily households: Female householder: Not living alone: Householder 35 to 44 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019060,Total: Owner occupied: Nonfamily households: Female householder: Not living alone: Householder 45 to 54 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019061,Total: Owner occupied: Nonfamily households: Female householder: Not living alone: Householder 55 to 64 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019062,Total: Owner occupied: Nonfamily households: Female householder: Not living alone: Householder 65 to 74 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019063,Total: Owner occupied: Nonfamily households: Female householder: Not living alone: Householder 75 years and over,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019064,Total: Renter occupied:,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019065,Total: Renter occupied: Family households:,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019066,Total: Renter occupied: Family households: Married-couple family:,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019067,Total: Renter occupied: Family households: Married-couple family: Householder 15 to 24 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019068,Total: Renter occupied: Family households: Married-couple family: Householder 25 to 34 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019069,Total: Renter occupied: Family households: Married-couple family: Householder 35 to 44 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019070,Total: Renter occupied: Family households: Married-couple family: Householder 45 to 54 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019071,Total: Renter occupied: Family households: Married-couple family: Householder 55 to 64 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019072,Total: Renter occupied: Family households: Married-couple family: Householder 65 to 74 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019073,Total: Renter occupied: Family households: Married-couple family: Householder 75 years and over,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019074,Total: Renter occupied: Family households: Other family:,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019075,"Total: Renter occupied: Family households: Other family: Male householder, no wife present:",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019076,"Total: Renter occupied: Family households: Other family: Male householder, no wife present: Householder 15 to 24 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019077,"Total: Renter occupied: Family households: Other family: Male householder, no wife present: Householder 25 to 34 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019078,"Total: Renter occupied: Family households: Other family: Male householder, no wife present: Householder 35 to 44 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019079,"Total: Renter occupied: Family households: Other family: Male householder, no wife present: Householder 45 to 54 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019080,"Total: Renter occupied: Family households: Other family: Male householder, no wife present: Householder 55 to 64 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019081,"Total: Renter occupied: Family households: Other family: Male householder, no wife present: Householder 65 to 74 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019082,"Total: Renter occupied: Family households: Other family: Male householder, no wife present: Householder 75 years and over",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019083,"Total: Renter occupied: Family households: Other family: Female householder, no husband present:",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019084,"Total: Renter occupied: Family households: Other family: Female householder, no husband present: Householder 15 to 24 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019085,"Total: Renter occupied: Family households: Other family: Female householder, no husband present: Householder 25 to 34 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019086,"Total: Renter occupied: Family households: Other family: Female householder, no husband present: Householder 35 to 44 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019087,"Total: Renter occupied: Family households: Other family: Female householder, no husband present: Householder 45 to 54 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019088,"Total: Renter occupied: Family households: Other family: Female householder, no husband present: Householder 55 to 64 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019089,"Total: Renter occupied: Family households: Other family: Female householder, no husband present: Householder 65 to 74 years",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019090,"Total: Renter occupied: Family households: Other family: Female householder, no husband present: Householder 75 years and over",H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019091,Total: Renter occupied: Nonfamily households:,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019092,Total: Renter occupied: Nonfamily households: Male householder:,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019093,Total: Renter occupied: Nonfamily households: Male householder: Living alone:,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019094,Total: Renter occupied: Nonfamily households: Male householder: Living alone: Householder 15 to 24 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019095,Total: Renter occupied: Nonfamily households: Male householder: Living alone: Householder 25 to 34 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019096,Total: Renter occupied: Nonfamily households: Male householder: Living alone: Householder 35 to 44 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019097,Total: Renter occupied: Nonfamily households: Male householder: Living alone: Householder 45 to 54 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019098,Total: Renter occupied: Nonfamily households: Male householder: Living alone: Householder 55 to 64 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019099,Total: Renter occupied: Nonfamily households: Male householder: Living alone: Householder 65 to 74 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019100,Total: Renter occupied: Nonfamily households: Male householder: Living alone: Householder 75 years and over,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019101,Total: Renter occupied: Nonfamily households: Male householder: Not living alone: Occupied housing units,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019102,Total: Renter occupied: Nonfamily households: Male householder: Not living alone: Householder 15 to 24 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
H019103,Total: Renter occupied: Nonfamily households: Male householder: Not living alone: Householder 25 to 34 years,H19. Tenure by Household Type (Including Living Alone) by Age of Houholder [125],not required, ,0,(not a predicate),N/A,N/A
